Name,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
赤道几内亚,GNQ,999.5045346,958.3529011,1250.128517,1342.452899,1513.077871,1715.227531,2752.926121,6620.818906,7876.198479,9507.224158,10792.73302,16932.00272,19418.69467,21230.11107,28076.34898,31372.08279,32300.73714,35570.72507,40015.81919,38738.15203,33723.3658,34363.15291,35632.04564,32736.09538,31542.5102,27547.83982,24245.95902
希腊,GRC,20686.13676,21072.93327,21058.96205,20600.47676,20907.53901,21247.0409,21759.06123,22622.91379,23374.15277,24000.13589,24839.07591,25731.20927,26642.76896,28119.40736,29469.5266,29559.28139,31136.44696,32073.9604,31881.71235,30430.41942,28726.07928,26141.31959,24364.26906,23746.08457,24081.63054,24134.68441,24188.99494
格林纳达,GRD,7241.638317,7328.958198,7210.955997,6990.095607,7029.815515,7118.643043,7394.681656,7740.526676,8634.34264,9217.869529,9651.594098,9434.900939,9735.217222,10627.92993,10530.21591,11893.95057,11384.78132,12043.78264,12117.66092,11276.57432,11178.08712,11220.93298,11048.62422,11262.72398,12038.60219,12758.72611,13174.41816
格陵兰,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,
危地马拉,GTM,5100.773488,5165.014792,5289.269707,5369.693865,5458.005194,5598.113779,5634.749603,5750.507247,5904.327573,5994.864186,6070.713271,6069.470853,6157.559001,6166.105513,6213.122909,6269.148573,6457.993667,6713.138937,6781.887294,6670.012181,6714.048887,6844.487416,6899.089194,7005.034661,7147.421235,7292.710948,7368.601695
关岛,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,
圭亚那,GUY,2875.309481,3045.476638,3264.87488,3506.704958,3781.530888,3956.411112,4267.968544,4539.8078,4478.643748,4627.544043,4576.412539,4687.191501,4742.669315,4712.854191,4787.83814,4698.842905,4948.738748,5308.387779,5424.59491,5621.963083,5847.857028,6130.837378,6420.114512,6696.783455,6906.012041,7076.934744,7266.335003
高收入国家,HIC,28461.47973,28740.32743,29234.43201,29434.31549,30198.73308,30803.17296,31541.76586,32449.45719,33129.52466,33976.169,35150.85032,35401.17819,35678.31279,36308.78058,37355.29303,38208.66071,39164.17902,39967.82881,39875.89713,38280.57313,39286.93452,39964.45137,40274.06792,40642.5966,41232.47799,41979.59519,42456.89475
中国香港特别行政区,HKG,26974.16489,28276.77092,29788.63609,31097.0888,32239.85749,32358.04542,32271.38367,33635.9385,31394.06894,31875.11733,34016.64226,33956.26233,34366.2671,35486.59273,38274.26017,40922.88508,43520.46272,45937.39283,46635.08799,45390.45286,48107.70863,50085.95933,50378.33792,51732.44253,52789.42536,53591.83582,54412.92494
洪都拉斯,HND,3207.604152,3013.192782,3106.13506,3215.400652,3132.951732,3235.704867,3207.033608,3264.896228,3293.003593,3183.838023,3328.510589,3332.932069,3372.357245,3440.154359,3568.148416,3697.169854,3852.213734,4002.205166,4084.298699,3904.459519,3971.182994,4046.076252,4136.822058,4177.580271,4231.325067,4319.470118,4406.773532
重债穷国 (HIPC),HPC,1506.872557,1473.840167,1420.422134,1391.974942,1354.39047,1380.044931,1414.271951,1434.524029,1444.373918,1450.756499,1451.524704,1473.992562,1481.367898,1504.697512,1544.386875,1594.103723,1646.760136,1708.59223,1763.325966,1790.318072,1845.50451,1879.263539,1933.163903,1991.258904,2045.581084,2088.680513,2126.502317
克罗地亚,HRV,,,,,,12753.57535,13689.1524,14670.25392,14952.5793,14876.83183,15591.11616,16762.08464,17632.27447,18611.06534,19334.21023,20102.86652,21076.47894,22194.9365,22649.61813,21020.20228,20757.62164,20758.55448,20343.05912,20299.47961,20364.49953,21025.93055,21922.00095
海地,HTI,2095.26616,2092.331445,1942.71998,1802.235756,1557.041342,1679.446399,1716.986941,1731.601607,1737.987876,1754.099344,1739.39252,1692.838451,1661.409393,1641.109794,1558.532235,1561.960451,1572.302435,1599.802401,1588.677968,1613.087962,1502.032711,1562.278874,1584.832466,1629.358918,1652.854803,1651.228445,1654.170537
匈牙利,HUN,,15148.92086,14690.47883,14622.51109,15074.07885,15319.92465,15348.43478,15893.08341,16604.88144,17182.66465,17952.48767,18684.76468,19586.54292,20398.69952,21467.12178,22453.75667,23354.8287,23492.73216,23735.23896,22203.08726,22405.1779,22841.21034,22584.9144,23121.34306,24163.14254,25077.23063,25724.99683
只有IBRD,IBD,4934.696056,4890.484814,4862.910353,4928.918453,4983.623658,5109.151824,5301.777977,5488.71914,5529.602694,5670.970566,5922.876908,6067.905787,6265.538295,6558.284283,6989.858952,7403.093908,7917.553969,8509.816633,8888.832757,9025.407182,9598.946843,10072.42636,10487.05156,10911.40128,11303.78007,11669.20003,12114.69874
IBRD与IDA,IBT,4367.23319,4322.935907,4293.520667,4333.995301,4365.647181,4463.602343,4619.283237,4763.958207,4792.856453,4901.102067,5099.359986,5213.566153,5373.226887,5605.641646,5953.795194,6286.451583,6695.29625,7163.431297,7458.13785,7565.216898,8011.663388,8372.607844,8687.389708,9017.42098,9320.02528,9591.215855,9914.738829
IDA總,IDA,2062.593622,2044.402108,2035.694239,1998.831682,1965.659265,1984.937758,2028.256624,2041.093118,2057.575481,2074.264253,2109.35044,2150.925955,2216.045365,2276.567819,2377.881802,2480.66424,2580.018065,2685.193656,2759.790545,2834.812017,2933.949009,2995.793191,3065.836762,3177.179561,3281.978376,3347.126767,3386.943937
IDA混合,IDB,3114.461004,3099.0384,3126.134559,3042.352201,3002.574122,3003.816243,3063.586236,3050.513816,3058.512116,3057.439841,3104.721549,3146.291781,3289.750387,3378.402124,3559.766281,3714.257285,3852.574481,3984.946626,4049.547731,4162.387662,4285.685052,4381.910397,4471.651197,4615.701755,4764.108092,4844.657664,4849.053878
印度尼西亚,IDN,4625.37726,4859.926323,5088.868858,5331.065663,5642.402865,6012.811027,6387.013857,6591.199095,5645.574397,5611.217416,5805.808706,5934.13705,6115.567871,6319.670417,6546.494324,6824.606311,7102.11454,7450.602158,7792.629931,8044.97033,8433.497357,8837.820122,9251.175537,9643.27483,10003.08903,10367.70199,10766.34988
只有IDA,IDX,1506.9537,1487.176143,1458.214908,1448.984959,1420.237269,1451.582459,1487.674895,1516.561629,1539.109703,1567.389841,1597.633155,1641.630792,1665.927421,1713.727743,1774.557623,1852.185476,1932.995568,2025.77034,2107.285895,2162.883968,2249.617875,2296.296808,2356.074168,2450.660036,2532.678588,2589.800531,2648.94765
马恩岛,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,
印度,IND,1912.607811,1893.815552,1958.029149,2011.016214,2103.617899,2219.890892,2342.579754,2392.210333,2493.728746,2665.608501,2719.335411,2801.492959,2859.150938,3033.178696,3220.858889,3421.425708,3640.393083,3860.460457,3921.56094,4170.221262,4463.16815,4635.879137,4827.559656,5073.605489,5385.141814,5748.245788,6146.864296
未分类国家,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,
爱尔兰,IRL,21184.55801,21469.55369,22036.48033,22517.00576,23719.36235,25871.60285,27672.15698,30215.08257,32443.24591,35485.72813,38363.30147,39948.63522,41759.43281,42366.3436,44378.10186,46029.76454,47279.38224,48324.5964,45485.73597,42942.83777,43514.76049,44937.55696,44829.26868,45190.02196,48808.88227,60494.04774,62798.33308
伊朗伊斯兰共和国,IRN,11392.56363,12546.8602,12706.50171,12679.66986,12334.55194,12438.9701,12868.45557,12698.01137,12732.91605,12612.48345,13135.47202,13047.44756,13812.83121,14838.30032,15308.45479,15616.25466,16211.47406,17338.12648,17187.28763,17162.05336,17942.83284,18192.1056,16625.91922,16383.26035,16924.20068,16500.90051,18497.67701
伊拉克,IRQ,11521.73054,4033.031107,5198.14861,6575.402561,6624.892218,6560.741918,7061.035635,8296.622773,10845.23691,12368.64283,12176.81465,12105.02473,10959.01575,7134.574829,10710.55506,10895.4632,11703.47332,11575.28738,12217.44846,12299.40046,12717.59753,13261.60145,14625.97401,15223.58271,14838.38295,14738.85859,16171.77066
冰岛,ISL,,,,,,,29171.31677,30410.06886,32197.78676,33049.65232,34100.80832,34972.14307,34852.18459,35427.36544,37953.20136,39744.4929,40770.17888,43499.49055,43406.38481,40444.43989,40136.73715,40767.23641,41076.60612,42371.95996,42774.88885,44222.82686,46819.4337
以色列,ISR,20456.14087,20749.76427,21600.35506,21899.67017,22925.00364,23795.25212,24412.63571,24682.05525,25129.15999,25383.1255,26740.69052,26124.35819,25644.89556,25379.34626,26074.12029,26677.41467,27575.70769,28654.32965,28990.98423,28697.33666,29665.31539,30568.95896,30644.85235,31324.92367,31927.16092,32104.41912,32742.9202
意大利,ITA,31141.90286,31599.12068,31841.10915,31550.27191,32222.36069,33152.04099,33569.06299,34167.09526,34709.27281,35244.75654,36535.81877,37162.42334,37199.35237,37090.40522,37434.10009,37604.36062,38243.80633,38612.01165,37954.16066,35710.42,36201.16157,36347.34248,35227.62483,34219.83278,33945.84388,34292.53482,34744.33519
牙买加,JAM,7288.018537,7579.825754,7660.115151,8302.604471,8336.179498,8450.06203,8359.562143,8184.886662,7918.685291,7930.2366,7933.731222,7979.922565,8083.637579,8327.288933,8387.224035,8413.179406,8608.142784,8683.627143,8567.898799,8155.533883,7999.188393,8101.911276,8019.500042,8029.337849,8055.55103,8100.571374,8185.56094
约旦,JOR,6283.255604,6069.134513,6812.149004,6751.223008,6754.880414,6895.206587,6825.007646,6881.670401,6950.139348,7062.437155,7234.964751,7483.647731,7775.790134,7935.330953,8399.124065,8799.589956,9158.945771,9493.477498,9714.782337,9749.143628,9472.768326,9214.206624,8964.263431,8756.710839,8622.185468,8491.050311,8389.604574
日本,JPN,30582.42797,31529.57554,31718.1343,31476.07477,31680.53793,32425.22995,33345.87683,33624.48056,33154.84458,33010.98092,33871.85822,33927.64363,33888.78348,34333.13367,35078.26199,35658.14867,36141.58524,36697.2409,36278.36947,34317.67082,35749.75668,35774.69671,36367.59706,37148.60275,37337.31741,37882.98062,38282.50467
哈萨克斯坦,KAZ,13050.4865,11542.5625,10938.39019,9998.154353,8866.092277,8282.94719,8451.398816,8731.950125,8715.184514,9036.156102,9951.563905,11314.25077,12422.53484,13532.2312,14728.61641,16014.30786,17541.32577,18885.24324,19272.21401,18995.89485,20096.55976,21276.93402,21986.31892,22972.43103,23587.33752,23524.06044,23447.0157
肯尼亚,KEN,2380.409774,2337.045647,2245.519354,2184.312438,2174.741915,2204.31061,2230.367861,2178.548573,2188.571517,2178.252153,2132.085218,2153.048872,2106.64989,2110.177326,2158.190317,2223.951018,2303.748411,2394.751519,2335.168424,2347.11358,2475.921697,2556.870916,2602.50409,2682.949117,2753.137276,2835.894305,2926.427064
吉尔吉斯斯坦,KGZ,3474.667969,3149.934886,2681.332781,2266.164404,1811.643448,1696.363515,1789.853966,1938.83581,1949.832931,1991.301566,2074.505287,2164.268295,2144.12125,2270.924677,2401.265004,2370.166045,2417.579471,2599.206018,2790.9349,2837.031419,2790.170664,2920.60321,2869.838962,3120.542044,3181.642163,3237.602937,3309.859929
柬埔寨,KHM,,,,1638.016998,1031.913755,1098.10834,1128.268484,1140.687053,1163.01077,1279.241026,1384.956024,1458.07818,1525.438013,1627.065866,1766.417798,1969.291178,2148.332688,2332.726846,2452.278159,2417.876281,2522.926825,2658.709247,2807.007055,2964.19717,3124.319293,3290.952454,3462.209621
基里巴斯,KIR,1943.596523,1909.629734,1898.838694,1891.319605,1900.03974,1874.15344,1877.489509,1878.382002,1968.027632,1904.678249,1989.195159,1926.796442,1965.773125,1970.204305,1902.847616,1958.501788,1917.351394,1914.706454,1834.117548,1809.719826,1756.599329,1750.436878,1799.294895,1841.925211,1797.228822,1949.833554,2014.231985
圣基茨和尼维斯,KNA,15263.09727,14913.18708,15418.97669,16276.93308,16926.62727,17622.37599,18444.77827,19490.82509,19189.90721,19583.66257,21359.68435,22236.27196,22467.40875,21388.6185,21948.01572,23758.94998,24154.52577,23864.29317,25135.38414,24024.27081,23414.84277,23575.45298,23160.35131,24160.75199,25352.03769,25634.37695,25973.44831
大韩民国,KOR,11632.59856,12710.59974,13356.02923,14126.25352,15272.29744,16566.4157,17655.53145,18526.58138,17386.98682,19216.14147,20756.7799,21530.26336,22997.18714,23549.36645,24605.53486,25516.82419,26697.03261,28013.70442,28588.37212,28642.8379,30352.10482,31228.5107,31776.89703,32548.71552,33425.68959,34177.65447,35020.41151
科威特,KWT,,,,,,81017.12409,80453.95959,78426.99588,75940.39605,69981.56426,69920.17568,68472.83109,69392.77169,80462.60032,87555.15518,93469.54314,96244.33671,96870.42782,93698.4616,81922.53712,75204.14512,77459.53831,77618.00034,74084.52144,70832.36836,68476.32504,68861.7921
拉丁美洲与加勒比海地区（不包括高收入）,LAC,9644.931125,9764.220238,9781.833392,9935.783709,10211.23734,10154.94786,10323.97461,10651.94672,10705.69846,10589.28938,10866.30299,10820.9942,10803.03027,10772.55853,11238.24819,11508.40675,11931.69312,12384.52367,12700.35986,12328.68771,12864.55885,13261.81779,13520.33337,13741.96124,13809.53168,13682.34513,13561.69043
老挝,LAO,1708.034226,1731.964619,1778.6015,1834.494508,1935.156945,2023.606497,2117.863837,2218.939126,2264.76694,2388.26723,2485.025142,2586.566495,2698.441304,2819.896388,2954.19979,3114.998445,3328.34598,3520.745005,3732.007533,3946.861002,4218.782044,4495.15215,4794.108611,5115.592478,5436.482643,5755.059505,6073.223695
黎巴嫩,LBN,5790.165615,8497.801336,9651.352128,10399.27922,10963.30383,11444.26921,12580.06864,12623.54266,12996.8541,12753.68048,12610.3435,12609.34647,12437.66461,12219.4478,12444.52197,12390.18731,12382.05103,13442.18704,14597.62576,15788.40732,16451.75983,15693.68728,15056.60848,14402.29544,13828.37387,13274.04208,13156.18928
利比里亚,LBR,,,,,,,,,,,1301.393583,1291.658978,1308.875898,898.6545809,904.7258079,927.7341172,968.3305565,1019.270637,1047.364548,1059.901336,1085.646254,1139.455419,1197.760009,1270.200964,1248.679754,1218.463599,1169.296094
利比亚,LBY,,,,,,,,,,21470.71144,21921.55202,21199.38308,20665.83955,22987.91233,23639.72474,26044.50141,27318.99527,28621.6269,28983.51723,28435.18422,29630.22215,11192.79064,24956.37517,21570.27052,16371.90217,14847.19707,14298.45506
圣卢西亚,LCA,9602.216301,9517.305081,10126.56576,10072.42177,10128.44626,10175.42905,10337.14441,10137.77444,10625.55384,10773.53041,10655.04061,10209.45975,10161.97891,10522.95385,11196.7097,11053.99783,11626.81461,11653.68735,12132.54391,11876.06428,11788.48743,12115.11358,11969.80613,11755.94799,12122.28682,11955.76013,12301.92767
拉丁美洲与加勒比海地区,LCN,9884.767903,10075.03306,10186.43567,10408.46631,10716.8646,10654.03853,10872.27062,11271.47169,11376.89029,11227.50191,11472.21478,11390.84778,11260.37554,11319.67162,11858.94857,12201.83907,12685.54402,13205.95437,13541.05129,13099.88642,13713.44199,14164.63792,14400.10734,14640.56402,14660.85085,14586.37966,14442.46096
最不发达国家：联合国分类,LDC,1352.864675,1341.417495,1319.378135,1291.032271,1271.17822,1308.770401,1349.674302,1378.601368,1398.653166,1424.731235,1454.631035,1496.474124,1531.768818,1576.314215,1642.4216,1732.479332,1821.578298,1924.545432,2011.818815,2063.624564,2146.090744,2183.862282,2236.848143,2316.985072,2388.740203,2433.280698,2470.343051
低收入国家,LIC,1485.925671,1456.517357,1371.611026,1336.941944,1316.704012,1330.48236,1363.425877,1375.182458,1384.367346,1393.85679,1394.297284,1421.849802,1417.324697,1425.088878,1463.125336,1509.372882,1543.280639,1591.292232,1628.257947,1669.221579,1743.650388,1767.692287,1788.474101,1851.248555,1905.776793,1911.167751,1913.733228
列支敦士登,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,
斯里兰卡,LKA,3612.338596,3733.283333,3853.387693,4076.092971,4263.973796,4461.81871,4599.855777,4866.84295,5069.661923,5259.814205,5541.909813,5418.438771,5590.037095,5874.019447,6143.592897,6476.240195,6921.246043,7339.197177,7723.239343,7945.07193,8529.572192,9193.359884,9980.022707,10238.71226,10646.80227,11079.71083,11445.46453
中低等收入国家,LMC,2825.394812,2802.690451,2829.872187,2828.035807,2860.224332,2951.190519,3070.96062,3133.398371,3109.985324,3208.141415,3293.222926,3379.813365,3473.488005,3630.710247,3822.575099,4014.387096,4230.903461,4459.747208,4589.219167,4750.432679,4997.657259,5166.996331,5353.111601,5569.477235,5803.973486,6054.049418,6321.485523
中低收入国家,LMY,4215.351724,4169.100437,4128.519222,4159.098037,4181.42967,4278.135204,4424.642022,4555.695492,4577.084069,4690.585046,4888.209998,5009.377842,5182.236383,5406.41567,5744.181004,6067.972584,6464.873342,6919.579312,7208.200054,7327.794049,7763.637367,8114.598363,8434.026925,8764.398341,9072.558967,9340.50945,9669.587766
莱索托,LSO,1379.364766,1447.856378,1518.288976,1540.854028,1602.9278,1628.323261,1694.530305,1734.789674,1741.414655,1731.522881,1781.138248,1827.697572,1825.09792,1892.613786,1909.086318,1959.233996,2025.365546,2105.443488,2227.514953,2253.776451,2365.623208,2499.951197,2617.235435,2630.956403,2677.14853,2714.704369,2763.922452
後期人口紅利,LTE,5153.199173,5104.155855,4997.157171,5096.091695,5192.594347,5390.987958,5581.522561,5802.862943,5863.289358,6077.105776,6456.107142,6736.029349,7085.021571,7527.446179,8081.493496,8639.281255,9375.614982,10252.65812,10884.83714,11141.41411,11939.33084,12707.03965,13352.97054,13989.01311,14574.41415,15074.16798,15600.00262
立陶宛,LTU,,,,,,9357.356588,9914.353838,10816.08455,11708.25295,11657.82438,12189.95493,13092.72201,14090.54944,15702.52265,16919.99811,18526.72165,20219.10368,22729.20009,23567.68869,20300.49168,21070.6218,22854.31858,24049.33967,25143.90016,26258.19448,27041.98048,28032.27836
卢森堡,LUX,57618.0207,61765.60104,62059.65311,63804.28576,65346.19924,65357.50427,65369.09583,68240.70365,71471.05669,76492.38825,81689.8164,82766.98904,85032.71188,85374.33983,87209.8194,88610.28987,91724.18249,97864.1951,94900.34672,89098.73424,91743.29389,92005.01684,89505.15896,90656.38042,92349.18649,93727.3206,93940.79573
拉脱维亚,LVA,,,,,,8283.83269,8575.29797,9438.468111,10149.27285,10500.19832,11175.13273,12051.83988,13058.729,14297.17263,15658.87844,17522.23544,19786.18501,21939.03398,21384.27411,18609.29859,18251.91969,19773.34733,20827.87328,21563.68174,22172.21271,23018.77374,23709.66103
中国澳门特别行政区,MAC,40365.34557,40680.11764,44984.80721,46310.13021,47307.06358,47887.11311,46731.77119,45673.19472,42705.36028,40824.84139,42225.49708,42443.30953,45126.65656,49153.46679,60810.59281,64199.25919,71160.18036,79743.38201,80762.39969,80121.22302,98184.64412,116752.2116,124568.5999,135318.7544,130755.1607,100444.5936,97751.73216
圣马丁（法属）,MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,
摩洛哥,MAR,3912.005724,4118.022928,3960.066109,3863.407859,4203.00594,3915.217615,4337.143266,4212.621511,4460.469675,4453.466601,4483.808406,4754.192333,4843.989892,5071.7173,5252.301097,5361.662834,5700.923327,5834.012241,6106.845445,6287.870644,6443.253613,6688.402606,6791.335135,6995.938186,7078.881489,7296.018433,7278.051051
摩纳哥,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
摩尔多瓦,MDA,,,,,,2605.431736,2457.22393,2506.950748,2343.887954,2268.499035,2321.027796,2468.123711,2666.805992,2850.831684,3069.379009,3307.620334,3476.03341,3588.621318,3875.904364,3647.9523,3910.860533,4179.214809,4150.504763,4541.868222,4762.780873,4746.784911,4963.398344
马达加斯加,MDG,1653.1589,1504.215132,1477.697724,1464.148966,1419.309762,1399.81077,1385.944942,1392.545225,1402.256119,1422.096303,1444.029429,1484.407782,1257.293553,1339.256331,1368.181585,1389.500912,1417.278583,1462.858323,1523.019873,1421.188472,1385.685072,1367.543082,1370.950275,1364.345909,1372.020961,1377.168213,1396.669615
马尔代夫,MDV,,,,,,7778.901786,8220.522444,8744.039406,9227.210663,9608.66582,9768.22998,9165.84486,9587.739822,10622.11999,10965.00522,9274.060744,11390.7351,11951.81411,12744.78319,11508.40226,12005.50462,12664.99068,12611.58587,13148.73197,13737.41416,13790.60884,14472.31717
中东与北非地区,MEA,11801.29228,11878.58092,12224.24179,12261.66702,12248.60043,12243.26567,12563.53732,12716.42324,13091.83562,13101.08277,13554.00859,13487.57022,13479.87455,13910.06248,14741.91203,15172.7594,15716.38909,16182.37217,16543.56716,16336.99877,16801.58545,16964.85095,17230.29335,17303.44028,17449.01746,17526.53743,18106.4965
墨西哥,MEX,13354.53962,13643.49498,13847.2364,13839.92353,14248.74793,13111.47167,13759.33146,14460.48069,14970.26867,15155.63913,15682.81267,15415.20072,15218.79392,15251.14113,15648.34283,15791.53754,16258.54057,16371.75207,16293.03182,15185.53788,15715.97265,16049.36476,16394.6312,16385.06014,16615.97998,16934.73497,17200.11694
马绍尔群岛,MHL,2907.880972,2839.769649,2986.911287,3123.924624,3273.074916,3511.351429,3125.92721,2907.9771,2812.590393,2737.050659,2893.836644,3047.641249,3128.862066,3136.711119,3142.962279,3235.774524,3280.81341,3396.818863,3335.763023,3274.794201,3479.155303,3513.291213,3626.424778,3720.958116,3685.462574,3665.375373,3730.333989
中等收入国家,MIC,4472.365843,4427.282596,4392.500552,4431.95146,4461.602126,4569.983775,4731.476053,4877.877058,4904.874712,5033.042226,5254.740502,5391.313189,5587.866753,5840.878212,6217.665591,6579.528263,7024.682492,7534.28941,7861.958713,8001.989377,8491.566808,8891.214052,9257.953206,9633.731857,9986.590333,10300.66865,10685.1938
北马其顿,MKD,9633.100907,9051.932633,8477.401691,7862.511026,7733.337394,7641.159019,7707.654168,7778.931919,7991.969501,8287.925575,8620.561351,8323.328917,8422.559263,8590.899651,8976.647158,9385.964869,9854.382545,10480.55491,11043.78499,10995.05935,11355.32264,11611.80541,11549.65217,11877.69509,12298.40881,12761.45079,13112.98367
马里,MLI,1271.794077,1390.400729,1312.911199,1319.270986,1332.849318,1309.962932,1366.486241,1396.034678,1463.149844,1505.535855,1462.919767,1639.203242,1639.92608,1734.886394,1706.956336,1760.693934,1783.110326,1784.878485,1808.887626,1832.808081,1871.984744,1874.70303,1804.942604,1793.723666,1865.160622,1919.228421,1971.08448
马耳他,MLT,16173.03936,16727.94061,17332.8983,17929.57228,18766.452,19818.06994,20432.08205,21344.04957,22292.70023,23206.91673,24618.69996,24583.12808,25128.36442,25598.64635,25540.04244,26337.96469,26722.07553,27690.59641,28431.67039,27523.31934,28358.74741,28612.39654,29125.51537,30043.71965,31839.39483,34079.80869,35050.95071
缅甸,MMR,742.9708935,728.0316749,788.3884299,826.1329063,877.4658474,927.0256813,974.2343699,1015.881079,1061.399627,1162.586326,1306.443236,1438.032802,1593.458886,1795.595797,2020.124804,2274.884736,2553.18939,2840.44801,3112.239736,3418.408661,3721.21144,3898.414627,4148.698196,4457.901329,4769.997622,5056.859041,5304.570644
中东与北非地区（不包括高收入）,MNA,8036.435403,7701.864409,7879.703249,7923.044683,7866.631483,7916.686737,8216.476089,8336.077487,8736.439253,8960.368692,9204.484972,9249.666612,9395.887612,9475.969624,10048.43863,10321.167,10702.40032,11150.75416,11345.13086,11434.52645,11815.81064,11532.35573,11610.59638,11596.75903,11645.38578,11575.06609,12215.04515
黑山,MNE,,,,,,,,10537.18868,11087.30869,10072.63476,10402.92819,10475.12743,10631.4637,10853.84048,11311.34612,11768.99998,12765.25692,13614.4784,14568.84171,13694.43877,14038.44101,14472.461,14069.86015,14548.09943,14795.60326,15290.072,15729.84338
蒙古,MNG,5122.531607,4605.980667,4131.96682,3966.209989,4020.141059,4243.836175,4303.988873,4435.082313,4544.502058,4643.482263,4655.022604,4748.226602,4924.356135,5214.603003,5705.033517,6047.134735,6483.534998,7055.138106,7576.481363,7367.785987,7708.599994,8881.48475,9788.825022,10720.06215,11348.64734,11411.94211,11352.61171
北马里亚纳群岛,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,
莫桑比克,MOZ,378.5342736,387.0232879,354.2845354,370.4504104,378.2752828,373.4353117,459.4264755,495.4216762,540.0946166,567.5070213,561.6127535,615.3098219,650.1524783,672.1550959,703.392187,742.4240039,791.9276443,826.1626683,857.526882,885.734282,917.7638317,954.7991162,994.1248942,1034.589423,1079.823865,1118.222844,1127.350878
毛里塔尼亚,MRT,2806.73383,2781.480615,2759.187038,2843.770064,2681.622684,2861.843656,2939.725671,2735.963972,2726.338139,2847.717627,2751.155549,2724.593151,2663.96032,2743.128115,2819.081969,2985.690698,3449.960156,3448.64871,3388.835433,3259.07635,3316.97478,3371.994582,3462.56176,3565.521999,3655.388509,3601.61435,3572.28055
毛里求斯,MUS,7386.830181,7631.642022,8022.416012,8330.767838,8554.72625,8845.140082,9244.359511,9648.561474,10127.24794,10260.38052,11077.15631,11272.82132,11431.41377,11764.00378,12362.16885,12441.74522,13441.20141,14146.40559,14854.67991,15306.40987,15938.43289,16561.77098,17093.32114,17628.81823,18255.89956,18879.52301,19590.64219
马拉维,MWI,744.1970806,792.0793747,727.3152219,795.6677987,711.1924352,820.773968,863.3410719,872.5993321,879.2442764,878.1341971,865.957498,800.384183,792.4548773,815.7392038,836.9343843,840.1866863,854.1581644,908.3108489,948.2265195,996.2452685,1032.962881,1051.185996,1039.759359,1062.164941,1090.367208,1088.701805,1083.801421
马来西亚,MYS,10551.65896,11252.4903,11940.85575,12797.79063,13632.72652,14601.07477,15658.40149,16382.663,14800.79401,15332.83235,16310.09276,16039.43402,16554.90929,17165.68007,17976.66309,18577.0912,19251.33545,20093.26869,20687.13112,20009.19928,21107.26794,21818.87569,22590.79152,23224.18844,24194.63391,25016.7309,25685.28314
北美,NAC,36493.6563,35918.08285,36608.73775,37126.91882,38178.79074,38765.50684,39705.84179,40990.40573,42312.19894,43818.74459,45155.99878,45176.34854,45604.61366,46439.5394,47723.4103,48858.55991,49686.90922,50102.59527,49532.24128,47717.16838,48611.12266,49058.43765,49751.93653,50321.21618,51177.10698,52179.0173,52583.07404
纳米比亚,NAM,5786.749774,6041.278747,6270.347153,5988.291738,5914.68591,5964.727105,5970.661719,6036.887577,6057.982708,6102.086339,6178.139189,6139.903643,6340.303478,6527.981441,7246.159428,7345.465925,7774.969677,8097.550851,8207.704981,8113.874111,8460.847368,8721.255524,8967.163152,9255.656532,9617.396957,9973.211833,9818.012311
新喀里多尼亚,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
尼日尔,NER,894.542821,888.1138722,803.394369,788.0329748,791.8864426,784.6089469,783.1234449,776.2262636,826.5581014,792.4834701,753.4312693,778.2353417,773.0728181,785.0474222,757.6879956,763.2115437,778.1308815,773.2717254,816.2383466,780.421614,814.2052165,801.6060865,862.8683969,874.080779,904.4588234,908.1738577,917.1395708
尼日利亚,NGA,3358.778959,3286.090347,3352.671971,3203.252802,3067.677851,2990.078426,3038.970449,3051.352365,3053.115877,2995.253331,3067.726552,3168.68493,3563.437494,3729.430255,3971.472133,4119.294641,4256.330598,4419.03349,4594.62144,4833.529932,5083.0068,5211.532251,5288.463315,5492.485133,5685.799971,5684.535723,5448.052975
尼加拉瓜,NIC,2993.487966,2922.77637,2870.069039,2797.242539,2830.409372,2938.267736,3065.818126,3130.253504,3191.11418,3360.410516,3444.560407,3495.128278,3473.145778,3513.716849,3652.407521,3759.520373,3864.693486,4008.008361,4092.061412,3906.989107,4028.712087,4231.497518,4453.253517,4618.727191,4784.830464,4956.921298,5130.580295
荷兰,NLD,32106.79607,32631.75974,32938.50319,33121.06473,33896.81575,34780.83569,35855.55221,37205.27913,38649.90511,40333.07084,41743.25685,42309.41715,42083.78598,42004.61925,42708.94848,43529.78608,44989.12448,46551.66501,47158.66317,45149.12806,46101.7545,46599.02103,45948.53628,45753.6324,46238.2097,46935.60497,47709.72121
